23 years;122.7;e;113.6;e;112.2;e;109.7;e;113.0;e;113.4;e;114.9;e;112.3;e;114.2;e;110.8;e;108.9;e;103.2;e;96.0;e;92.2;e;90.6;e;89.1;e;86.5;e;80.9;e;78.9;e;67.6;e;64.7;e;62.8;e;60.8;e;60.2;e;65.2;e;65.3;e;64.2;e;62.1;e;61.8;e;59.2;e;57.3;e;54.5;e;53.1;e;51.0;e;48.4;e;47.7;e;45.3;e;43.0;e;42.0;e;39.9;e;38.9;e;38.0;e;37.9;e;38.1;e;40.5;e;39.0;e;38.4;e;36.6;e;33.9;e;32.9;e;32.2;e;32.1;e
24 years;120.3;e;111.4;e;114.4;e;111.5;e;116.7;e;119.2;e;115.9;e;116.8;e;120.0;e;115.7;e;114.4;e;110.0;e;104.0;e;101.6;e;101.2;e;101.1;e;98.8;e;93.8;e;91.6;e;76.1;e;71.7;e;69.9;e;67.5;e;66.7;e;70.6;e;73.8;e;71.9;e;70.3;e;69.0;e;66.8;e;64.5;e;62.2;e;61.9;e;58.6;e;56.3;e;54.4;e;53.1;e;50.7;e;50.0;e;47.9;e;47.0;e;45.4;e;45.6;e;45.9;e;48.9;e;46.2;e;46.3;e;44.7;e;43.1;e;40.9;e;39.7;e;38.7;e
25 years;115.6;e;108.5;e;110.4;e;112.2;e;114.0;e;117.6;e;117.4;e;116.1;e;121.5;e;119.4;e;117.4;e;112.9;e;109.6;e;108.1;e;110.8;e;109.6;e;109.1;e;103.7;e;102.7;e;86.7;e;80.2;e;79.1;e;74.9;e;74.6;e;77.8;e;80.7;e;80.6;e;79.8;e;79.2;e;74.8;e;72.6;e;71.5;e;70.3;e;67.5;e;65.2;e;64.1;e;61.8;e;60.1;e;59.9;e;57.9;e;56.4;e;55.7;e;55.7;e;55.7;e;58.0;e;56.7;e;55.0;e;53.5;e;51.8;e;51.8;e;49.0;e;46.0;e
26 years;108.9;e;101.8;e;104.8;e;105.6;e;110.4;e;112.8;e;114.1;e;113.2;e;117.6;e;117.3;e;116.0;e;111.9;e;109.6;e;109.8;e;113.0;e;113.1;e;115.3;e;110.6;e;109.9;e;96.2;e;89.8;e;86.8;e;82.3;e;82.1;e;86.3;e;87.5;e;86.1;e;87.7;e;87.3;e;82.8;e;79.8;e;79.2;e;78.4;e;76.1;e;73.9;e;73.5;e;71.4;e;68.9;e;69.5;e;67.7;e;67.8;e;66.4;e;67.2;e;67.4;e;69.8;e;67.9;e;66.4;e;63.7;e;62.9;e;63.9;e;60.7;e;54.6;e
27 years;99.9;e;94.9;e;95.9;e;97.0;e;102.3;e;105.9;e;105.4;e;106.3;e;110.3;e;108.5;e;109.9;e;105.9;e;104.8;e;106.2;e;110.6;e;113.0;e;113.7;e;110.0;e;111.0;e;100.1;e;95.6;e;94.1;e;88.3;e;87.3;e;91.3;e;94.5;e;91.2;e;90.6;e;92.5;e;88.6;e;86.3;e;85.2;e;85.2;e;83.5;e;80.8;e;81.8;e;80.0;e;77.6;e;77.9;e;76.3;e;76.6;e;75.7;e;77.3;e;78.1;e;81.7;e;79.9;e;77.0;e;75.3;e;74.3;e;75.0;e;70.0;e;65.3;e
28 years;91.4;e;84.0;e;87.9;e;87.6;e;91.7;e;95.0;e;96.6;e;97.5;e;102.0;e;100.6;e;100.5;e;97.8;e;97.5;e;98.4;e;104.8;e;107.8;e;109.3;e;106.5;e;109.4;e;99.4;e;97.0;e;97.2;e;92.9;e;92.4;e;95.3;e;98.7;e;95.1;e;94.8;e;95.4;e;92.5;e;91.5;e;90.7;e;90.2;e;87.8;e;87.1;e;88.1;e;87.3;e;84.8;e;86.5;e;85.6;e;85.6;e;85.6;e;87.7;e;89.3;e;93.1;e;90.6;e;89.9;e;87.1;e;87.0;e;88.1;e;82.1;e;75.5;e
29 years;84.3;e;75.1;e;75.8;e;77.7;e;81.2;e;84.5;e;86.2;e;87.4;e;90.1;e;90.8;e;90.7;e;87.0;e;87.7;e;89.6;e;95.2;e;98.9;e;101.3;e;100.0;e;102.6;e;94.7;e;93.1;e;93.9;e;93.1;e;93.7;e;97.5;e;99.8;e;97.9;e;97.2;e;97.1;e;94.4;e;94.9;e;94.3;e;95.0;e;92.1;e;91.4;e;93.8;e;92.8;e;91.0;e;93.2;e;92.7;e;91.9;e;93.3;e;97.2;e;98.7;e;103.3;e;102.4;e;100.6;e;99.4;e;98.2;e;102.0;e;93.2;e;85.5;e
30 years;74.3;e;67.2;e;65.8;e;67.6;e;70.9;e;71.8;e;74.7;e;76.8;e;80.0;e;79.5;e;80.7;e;77.4;e;76.7;e;79.7;e;85.5;e;88.4;e;92.7;e;90.7;e;93.9;e;88.5;e;87.3;e;90.1;e;88.8;e;89.9;e;94.9;e;98.8;e;96.7;e;95.7;e;96.4;e;93.8;e;93.3;e;94.8;e;95.4;e;94.1;e;93.9;e;97.0;e;97.1;e;95.7;e;97.7;e;97.6;e;99.9;e;98.8;e;104.4;e;106.0;e;110.6;e;110.6;e;109.6;e;108.0;e;109.0;e;112.4;e;104.2;e;93.9;e
31 years;65.1;e;58.5;e;57.8;e;56.5;e;58.5;e;61.5;e;61.7;e;64.5;e;67.7;e;68.4;e;67.5;e;66.0;e;66.9;e;68.2;e;73.6;e;76.9;e;80.5;e;80.0;e;83.1;e;78.7;e;78.5;e;80.3;e;79.1;e;81.6;e;88.0;e;93.1;e;91.0;e;91.3;e;91.8;e;89.5;e;90.7;e;91.4;e;94.2;e;94.0;e;93.3;e;96.6;e;97.8;e;97.0;e;100.0;e;100.4;e;102.1;e;103.6;e;108.1;e;110.1;e;115.8;e;115.6;e;114.8;e;114.6;e;114.4;e;119.6;e;109.2;e;100.4;e
32 years;57.0;e;49.8;e;49.0;e;47.6;e;48.7;e;50.0;e;51.5;e;52.8;e;56.8;e;58.1;e;57.7;e;55.1;e;55.3;e;57.1;e;61.6;e;65.3;e;68.6;e;67.8;e;71.3;e;67.8;e;68.9;e;68.6;e;69.0;e;71.8;e;77.2;e;82.8;e;82.5;e;83.8;e;84.9;e;83.2;e;83.3;e;84.7;e;87.8;e;88.5;e;88.8;e;92.3;e;94.7;e;94.2;e;97.3;e;98.7;e;99.8;e;102.1;e;107.6;e;109.1;e;114.6;e;115.0;e;114.8;e;114.7;e;114.2;e;120.7;e;110.5;e;101.9;e
33 years;50.4;e;42.6;e;41.1;e;40.8;e;41.0;e;40.0;e;42.3;e;43.1;e;45.3;e;47.0;e;47.0;e;46.1;e;45.2;e;47.3;e;50.5;e;53.6;e;56.2;e;57.3;e;59.9;e;57.6;e;56.7;e;58.6;e;58.6;e;60.8;e;65.1;e;69.6;e;71.6;e;72.7;e;75.0;e;74.3;e;75.5;e;77.0;e;80.4;e;80.6;e;81.9;e;87.4;e;88.6;e;88.8;e;92.5;e;92.4;e;94.6;e;96.5;e;102.1;e;105.4;e;109.5;e;110.2;e;110.2;e;110.4;e;110.1;e;116.5;e;104.5;e;98.0;e
34 years;43.6;e;37.5;e;35.3;e;33.2;e;33.6;e;33.3;e;32.7;e;34.9;e;37.0;e;37.4;e;38.0;e;37.0;e;37.2;e;38.1;e;40.7;e;44.0;e;45.9;e;46.0;e;48.8;e;47.1;e;48.3;e;48.6;e;48.6;e;50.3;e;53.6;e;58.1;e;59.5;e;62.1;e;64.6;e;64.6;e;65.7;e;67.0;e;70.4;e;71.7;e;71.9;e;78.0;e;80.5;e;81.8;e;84.7;e;85.9;e;87.5;e;90.1;e;94.4;e;97.1;e;102.2;e;101.6;e;103.5;e;103.0;e;102.8;e;108.6;e;98.5;e;91.6;e
35 years;37.6;e;32.4;e;29.5;e;27.4;e;26.8;e;27.3;e;26.6;e;26.7;e;29.7;e;30.6;e;30.3;e;29.9;e;30.2;e;31.3;e;32.8;e;35.2;e;36.9;e;37.1;e;39.6;e;38.3;e;38.7;e;39.7;e;39.1;e;41.3;e;43.9;e;47.9;e;48.9;e;50.7;e;53.1;e;53.7;e;56.2;e;58.2;e;60.3;e;60.9;e;62.8;e;68.0;e;71.2;e;71.5;e;75.9;e;77.1;e;78.4;e;81.4;e;85.6;e;87.8;e;92.9;e;92.3;e;94.8;e;94.0;e;94.5;e;99.1;e;89.2;e;83.1;e
36 years;32.2;e;27.6;e;25.0;e;22.9;e;21.8;e;20.8;e;21.0;e;20.9;e;22.3;e;23.4;e;23.6;e;22.9;e;23.6;e;24.3;e;25.7;e;27.0;e;28.4;e;29.4;e;30.3;e;30.0;e;30.6;e;31.1;e;31.1;e;32.4;e;35.1;e;38.0;e;38.8;e;40.4;e;42.0;e;43.4;e;45.3;e;47.2;e;49.7;e;50.9;e;52.2;e;56.9;e;60.0;e;61.5;e;64.9;e;67.0;e;68.7;e;69.9;e;73.9;e;76.6;e;81.3;e;81.6;e;82.6;e;81.9;e;82.3;e;87.3;e;78.0;e;72.6;e
37 years;27.6;e;23.5;e;20.9;e;18.9;e;17.6;e;16.9;e;15.9;e;16.4;e;17.1;e;17.2;e;18.1;e;17.9;e;17.8;e;18.4;e;20.0;e;20.8;e;21.2;e;22.4;e;22.4;e;23.2;e;23.1;e;23.7;e;23.9;e;24.5;e;26.4;e;29.1;e;29.7;e;30.5;e;32.2;e;33.1;e;35.3;e;36.6;e;39.1;e;39.6;e;41.2;e;45.4;e;47.2;e;49.1;e;53.0;e;55.0;e;56.4;e;58.5;e;61.4;e;62.6;e;67.4;e;67.6;e;68.8;e;68.8;e;68.7;e;72.4;e;64.9;e;60.4;e
38 years;22.9;e;18.9;e;17.1;e;15.1;e;14.5;e;13.3;e;12.3;e;12.0;e;13.2;e;12.8;e;13.0;e;13.2;e;13.1;e;13.3;e;14.5;e;15.2;e;16.2;e;16.4;e;17.4;e;16.8;e;17.3;e;17.2;e;17.7;e;18.6;e;19.8;e;21.6;e;22.0;e;22.5;e;24.1;e;24.9;e;25.7;e;27.3;e;29.2;e;30.8;e;32.0;e;34.3;e;37.0;e;38.2;e;40.7;e;42.5;e;44.5;e;47.1;e;49.7;e;50.3;e;53.7;e;54.3;e;55.9;e;54.7;e;54.5;e;58.2;e;52.6;e;48.7;e
39 years;19.8;e;16.3;e;13.8;e;12.4;e;11.6;e;10.4;e;9.5;e;9.2;e;9.1;e;9.6;e;9.4;e;9.0;e;9.5;e;9.7;e;10.3;e;10.9;e;11.5;e;11.4;e;11.9;e;12.2;e;12.4;e;12.5;e;12.8;e;13.5;e;14.3;e;15.8;e;15.8;e;16.8;e;17.8;e;17.8;e;18.8;e;20.0;e;21.8;e;22.8;e;24.2;e;26.0;e;27.5;e;28.8;e;30.9;e;32.7;e;34.1;e;35.9;e;38.9;e;39.6;e;42.4;e;42.7;e;43.7;e;43.9;e;43.6;e;45.9;e;41.9;e;38.9;e
40 years;15.2;e;13.0;e;11.3;e;9.5;e;8.6;e;7.8;e;7.1;e;6.6;e;6.7;e;6.6;e;6.9;e;6.4;e;6.3;e;6.8;e;7.4;e;7.6;e;8.0;e;8.3;e;8.9;e;8.4;e;9.0;e;8.7;e;9.0;e;9.0;e;10.2;e;10.8;e;11.2;e;11.7;e;12.6;e;12.6;e;13.4;e;13.8;e;15.2;e;16.1;e;17.1;e;18.6;e;20.3;e;20.8;e;22.6;e;23.7;e;25.1;e;26.5;e;28.6;e;30.0;e;31.9;e;32.2;e;32.9;e;33.3;e;33.6;e;35.8;e;32.0;e;30.1;e
41 years;11.2;e;9.7;e;8.8;e;7.3;e;6.4;e;5.7;e;4.9;e;4.8;e;4.5;e;4.6;e;4.3;e;4.5;e;4.4;e;4.4;e;4.7;e;5.3;e;5.1;e;5.4;e;5.6;e;5.9;e;5.7;e;5.7;e;5.8;e;6.0;e;6.4;e;7.2;e;7.3;e;7.5;e;8.0;e;8.2;e;8.8;e;9.1;e;9.5;e;10.1;e;11.2;e;12.3;e;13.2;e;13.9;e;14.8;e;15.7;e;16.1;e;17.2;e;18.8;e;20.3;e;21.5;e;21.6;e;22.3;e;22.6;e;22.4;e;23.9;e;22.5;e;20.7;e
42 years;7.5;e;6.7;e;6.2;e;5.5;e;4.6;e;4.0;e;3.5;e;3.1;e;3.2;e;3.1;e;2.9;e;2.8;e;2.7;e;2.8;e;3.0;e;3.3;e;3.4;e;3.2;e;3.6;e;3.5;e;3.7;e;3.5;e;3.7;e;3.7;e;4.0;e;4.4;e;4.4;e;4.9;e;4.9;e;4.9;e;5.2;e;5.5;e;5.8;e;6.2;e;6.7;e;7.4;e;8.0;e;8.3;e;8.9;e;9.3;e;10.0;e;10.4;e;11.7;e;11.8;e;13.3;e;13.6;e;14.4;e;14.1;e;14.1;e;15.3;e;14.1;e;13.4;e
43 years;5.0;e;4.4;e;4.0;e;3.6;e;3.3;e;2.8;e;2.3;e;2.0;e;2.0;e;2.0;e;1.8;e;1.7;e;1.6;e;1.7;e;1.6;e;1.8;e;2.0;e;2.1;e;2.0;e;2.1;e;2.2;e;2.2;e;2.1;e;2.2;e;2.2;e;2.6;e;2.5;e;2.7;e;3.0;e;2.9;e;3.0;e;3.2;e;3.3;e;3.6;e;3.9;e;4.1;e;4.5;e;4.8;e;5.0;e;5.3;e;5.6;e;6.0;e;6.6;e;6.6;e;7.7;e;8.0;e;8.5;e;8.6;e;8.9;e;9.0;e;8.6;e;8.1;e
44 years;2.8;e;2.6;e;2.3;e;2.1;e;2.1;e;1.8;e;1.3;e;1.2;e;1.2;e;1.1;e;1.1;e;1.0;e;0.9;e;0.9;e;1.0;e;0.9;e;1.0;e;1.2;e;1.2;e;1.1;e;1.2;e;1.1;e;1.3;e;1.1;e;1.3;e;1.2;e;1.4;e;1.4;e;1.5;e;1.5;e;1.7;e;1.6;e;1.7;e;1.9;e;2.0;e;2.2;e;2.4;e;2.6;e;2.6;e;2.8;e;2.9;e;3.2;e;3.3;e;3.6;e;4.0;e;4.1;e;4.7;e;4.7;e;4.8;e;5.0;e;4.8;e;4.9;e
45 years;1.6;e;1.4;e;1.2;e;1.1;e;1.1;e;1.1;e;0.9;e;0.7;e;0.7;e;0.7;e;0.6;e;0.6;e;0.5;e;0.5;e;0.4;e;0.5;e;0.5;e;0.5;e;0.6;e;0.6;e;0.5;e;0.6;e;0.6;e;0.7;e;0.6;e;0.7;e;0.7;e;0.6;e;0.7;e;0.8;e;0.8;e;0.8;e;0.9;e;0.9;e;1.0;e;1.1;e;1.2;e;1.3;e;1.4;e;1.4;e;1.5;e;1.5;e;1.6;e;1.8;e;1.9;e;2.3;e;2.5;e;2.5;e;2.5;e;2.6;e;2.7;e;2.5;e
46 years;0.9;e;0.8;e;0.8;e;0.6;e;0.6;e;0.5;e;0.5;e;0.5;e;0.4;e;0.4;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.2;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.3;e;0.4;e;0.4;e;0.4;e;0.5;e;0.5;e;0.5;e;0.6;e;0.6;e;0.6;e;0.7;e;0.7;e;0.8;e;0.9;e;1.1;e;1.1;e;1.2;e;1.2;e;1.3;e;1.3;e;1.5;e;1.5;e
47 years;0.4;e;0.4;e;0.3;e;0.3;e;0.3;e;0.3;e;0.2;e;0.2;e;0.2;e;0.2;e;0.2;e;0.2;e;0.2;e;0.1;e;0.1;e;0.2;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.2;e;0.1;e;0.1;e;0.1;e;0.2;e;0.1;e;0.1;e;0.1;e;0.2;e;0.1;e;0.2;e;0.2;e;0.2;e;0.2;e;0.2;e;0.2;e;0.2;e;0.3;e;0.3;e;0.3;e;0.4;e;0.4;e;0.4;e;0.5;e;0.5;e;0.5;e;0.7;e;0.7;e;0.7;e;0.8;e;0.8;e
48 years;0.2;e;0.1;e;0.2;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.0;e;0.1;e;0.0;e;0.0;e;0.1;e;0.1;e;0.1;e;0.1;e;0.0;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.2;e;0.2;e;0.2;e;0.2;e;0.3;e;0.2;e;0.3;e;0.3;e;0.3;e;0.3;e;0.5;e;0.5;e
49 years;0.1;e;0.1;e;0.0;e;0.1;e;0.1;e;0.1;e;0.0;e;0.1;e;0.1;e;0.1;e;0.1;e;0.0;e;0.0;e;0.0;e;0.1;e;0.0;e;0.0;e;0.1;e;0.1;e;0.1;e;0.0;e;0.0;e;0.0;e;0.0;e;0.0;e;0.0;e;0.0;e;0.0;e;0.0;e;0.0;e;0.0;e;0.0;e;0.0;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.1;e;0.2;e;0.1;e;0.2;e;0.3;e;0.3;e;0.2;e;0.3;e;0.3;e
__________
"Age:
Difference between the child's year of birth and the
mother's year of birth (""year-of-birth method"").

From 2011: Results based on the 2011 Census."
© Federal Statistical Office, Wiesbaden 2024
created: 2024-11-28 / 12:20:37
